stimulus_b,label_b,is_match_b,shouldpress_b,stimulus_2b,label_2b,is_match_2b,shouldpress_2b,p_trials.thisRepN,p_trials.thisTrialN,p_trials.thisN,p_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,p_trials_2.thisRepN,p_trials_2.thisTrialN,p_trials_2.thisN,p_trials_2.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Intruduction.started,text_3.started,key_resp_2.started,Intruduction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,self_other_instructions.started,text_4.started,key_resp_3.started,self_other_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,self_other_info.started,square_image.started,triangle_image.started,self_label.started,other_label.started,key_resp_4.started,text_5.started,self_other_info.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,self_other_starting_2.started,text_6.started,key_resp_5.started,self_other_starting_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,b1.started,p_fication.started,p_fixation_3.started,p_text.started,key_resp_p.started,p_image.started,p_fication.stopped,p_fixation_3.stopped,p_text.stopped,p_image.stopped,b1.stopped,key_resp_p.keys,key_resp_p.rt,key_resp_p.duration,b_feedback.started,text_15.started,text_15.stopped,b_feedback.stopped,key_resp_p.stopped,start2.started,start_2.started,key_resp_11.started,start2.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,break_3.started,text_13.started,text_14.started,key_resp_10.started,text_13.stopped,break_3.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,self_instructions_2.started,text_10.started,key_resp_7.started,self_instructions_2.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,self_intro_2.started,circle_image.started,diamond_image.started,Disgusting_self_lable.started,Desirable_self_lable.started,key_resp_8.started,text_11.started,self_intro_2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,self_starting_3.started,text_12.started,key_resp_9.started,self_starting_3.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,practice2.started,p_fixation_2.started,p_fixation_2.stopped,p_fixation_4.started,p_text_8.started,key_resp_6_p.started,p_image_2.started,p_fixation_4.stopped,p_text_8.stopped,p_image_2.stopped,practice2.stopped,key_resp_6_p.keys,key_resp_6_p.rt,key_resp_6_p.duration,feedback_2_p.started,text_16.started,text_16.stopped,feedback_2_p.stopped,key_resp_6_p.stopped,trial_2.started,fixation_2.started,fixation_4.started,text_8.started,key_resp_6.started,image_2.started,fixation_2.stopped,fixation_4.stopped,text_8.stopped,image_2.stopped,trial_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,feedback_2.started,text_9.started,text_9.stopped,feedback_2.stopped,key_resp_6.stopped,Thank_you.started,text_7.started,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
square.png,you,1,M,,,,,1,2,6,0,,,,,,,,,,,,,32.57570399995893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.559775899979286,32.57570399995893,33.05932879995089,33.05932879995089,33.05932879995089,33.05932879995089,33.075877900002524,33.35950779996347,33.35950779996347,33.35950779996347,33.89381919999141,m,0.8288873999845237,None,33.89405959995929,33.909827499999665,34.91041559993755,34.894145599915646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
square.png,stranger,0,Z,,,,,1,3,7,2,,,,,,,,,,,,,34.91041559993755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.89437509991694,34.91041559993755,35.39403339999262,35.39403339999262,35.39403339999262,35.39403339999262,35.41046719998121,35.69427139998879,35.69427139998879,35.69427139998879,35.87803869997151,z,0.4816961999749765,None,35.87827919994015,35.894198299967684,36.894612699979916,36.878448299947195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
square.png,stranger,0,Z,,,,,2,0,8,2,,,,,,,,,,,,,36.894612699979916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.87867649993859,36.894612699979916,37.378220699960366,37.378220699960366,37.378220699960366,37.378220699960366,37.394778799964115,37.67821309994906,37.67821309994906,37.67821309994906,38.04577269998845,z,0.661872599972412,None,38.04601329995785,38.06171389995143,39.0626026999671,39.0460718999384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
triangle.png,you,0,Z,,,,,2,1,9,3,,,,,,,,,,,,,39.0626026999671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.04630239994731,39.0626026999671,39.54622569994535,39.54622569994535,39.54622569994535,39.54622569994535,39.56289159995504,39.845951700001024,39.845951700001024,39.845951700001024,39.96340489992872,m,0.4124651000602171,None,39.963664799928665,39.97917419997975,40.979769599973224,40.96367420000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
triangle.png,stranger,1,M,,,,,2,2,10,1,,,,,,,,,,,,,40.979769599973224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.96391459996812,40.979769599973224,41.46387939993292,41.46387939993292,41.46387939993292,41.46387939993292,41.4802205999149,41.76381969999056,41.76381969999056,41.76381969999056,41.86436359991785,z,0.3919373000971973,None,41.86460440000519,41.880571999936365,42.88115989998914,42.864761199918576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
square.png,you,1,M,,,,,2,3,11,0,,,,,,,,,,,,,42.88115989998914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.864990299916826,42.88115989998914,43.36445100000128,43.36445100000128,43.36445100000128,43.36445100000128,43.38134999992326,43.66484029998537,43.66484029998537,43.66484029998537,44.44897749996744,None,,,44.449104300001636,44.465044699958526,45.4658163000131,45.44941709993873,44.465044699958526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
triangle.png,stranger,1,M,,,,,3,0,12,1,,,,,,,,,,,,,45.4658163000131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.44964549993165,45.4658163000131,45.96589679992758,45.96589679992758,45.96589679992758,45.96589679992758,45.96589679992758,46.26607339992188,46.26607339992188,46.26607339992188,46.71700959990267,z,0.7453867000294849,None,46.71724929998163,46.733163799974136,47.733440899988636,47.71725799993146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
square.png,stranger,0,Z,,,,,3,1,13,2,,,,,,,,,,,,,47.733440899988636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.71748759993352,47.733440899988636,48.21686069993302,48.21686069993302,48.21686069993302,48.21686069993302,48.23343369993381,48.51686510001309,48.51686510001309,48.51686510001309,49.03482639999129,z,0.8151833999436349,None,49.03507569991052,49.05060690001119,50.05130069993902,50.0350529999705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
square.png,you,1,M,,,,,3,2,14,0,,,,,,,,,,,,,50.05130069993902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.03528269997332,50.05130069993902,50.53505219996441,50.53505219996441,50.53505219996441,50.53505219996441,50.551737800007686,50.83497480000369,50.83497480000369,50.83497480000369,51.15289359993767,m,0.6075754000339657,None,51.15313320001587,51.16855800000485,52.169175799936056,52.152698099962436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
triangle.png,you,0,Z,,,,,3,3,15,3,,,,,,,,,,,,,52.169175799936056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.15292759996373,52.169175799936056,52.65274369996041,52.65274369996041,52.65274369996041,52.65274369996041,52.669314199942164,52.95291280001402,52.95291280001402,52.95291280001402,53.45360709994566,z,0.7946451000170782,None,53.453848799923435,53.46946950000711,54.469915799913,54.453719899989665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
square.png,stranger,0,Z,,,,,4,0,16,2,,,,,,,,,,,,,54.469915799913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.453955499920994,54.469915799913,54.953997000004165,54.953997000004165,54.953997000004165,54.953997000004165,54.970469999942,55.25405160000082,55.25405160000082,55.25405160000082,55.90511399996467,m,0.9493432999588549,None,55.90535809996072,55.92113689996768,56.92168239993043,56.90521799994167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
triangle.png,stranger,1,M,,,,,4,1,17,1,,,,,,,,,,,,,56.92168239993043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.90544769994449,56.92168239993043,57.40516470000148,57.40516470000148,57.40516470000148,57.40516470000148,57.42198639991693,57.70521669997834,57.70521669997834,57.70521669997834,58.15628419991117,m,0.7419132000068203,None,58.15652339998633,58.17202019994147,59.17260309995618,59.15648769994732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
triangle.png,you,0,Z,,,,,4,2,18,3,,,,,,,,,,,,,59.17260309995618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.156714399927296,59.17260309995618,59.65627129992936,59.65627129992936,59.65627129992936,59.65627129992936,59.6729085999541,59.956243699998595,59.956243699998595,59.956243699998595,60.340767099987715,z,0.6755423999857157,None,60.34100599994417,60.356718899914995,61.35711639991496,61.34097259992268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
square.png,you,1,M,,,,,4,3,19,0,,,,,,,,,,,,,61.35711639991496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.34120149991941,61.35711639991496,61.84071339992806,61.84071339992806,61.84071339992806,61.84071339992806,61.857389799901284,62.14082319999579,62.14082319999579,62.14082319999579,62.44178519991692,m,0.5980392000637949,None,62.442026900011115,62.457836799905635,63.45815720001701,63.44206959998701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.442116699996404,63.45815720001701,63.45815720001701,64.49289049999788,space,1.0250385999679565,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
square.png,you,1,M,,,,,,,,,0,0,0,0,,,,,,,,,64.50873679993674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.49819179996848,64.50873679993674,64.99261449999176,64.99261449999176,64.99261449999176,64.99261449999176,65.00928250001743,65.29232239990961,65.29232239990961,65.29232239990961,66.0269770999439,m,1.0179983000271022,None,66.02763719996437,66.04284050001297,67.04338259994984,67.02712340001017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
triangle.png,you,0,Z,,,,,,,,,0,1,1,3,,,,,,,,,67.04338259994984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.02753049996682,67.04338259994984,67.52702789998148,67.52702789998148,67.52702789998148,67.52702789998148,67.54361719998997,67.8267164999852,67.8267164999852,67.8267164999852,68.244590499904,z,0.7126019999850541,None,68.24501680000685,68.26075269991998,69.26096629991662,69.24486879992764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
square.png,stranger,0,Z,,,,,,,,,0,2,2,2,,,,,,,,,69.26096629991662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.24521939991973,69.26096629991662,69.74472529999912,69.74472529999912,69.74472529999912,69.74472529999912,69.76136879995465,70.04478719993494,70.04478719993494,70.04478719993494,70.36233329994138,z,0.6153374999994412,None,70.36274639994372,70.37837079993915,71.37875829997938,71.36282439995557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
triangle.png,stranger,1,M,,,,,,,,,0,3,3,1,,,,,,,,,71.37875829997938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.36317119991872,71.37875829997938,71.86273339996114,71.86273339996114,71.86273339996114,71.86273339996114,71.8791898000054,72.16274980001617,72.16274980001617,72.16274980001617,72.94685860001482,None,,,72.94704479991924,72.96321720001288,73.96369279990904,73.94751039997209,72.96321720001288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
square.png,stranger,0,Z,,,,,,,,,1,0,4,2,,,,,,,,,73.96369279990904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.94785949995276,73.96369279990904,74.46394099993631,74.46394099993631,74.46394099993631,74.46394099993631,74.46394099993631,74.76390869996976,74.76390869996976,74.76390869996976,75.31489419995341,z,0.8352097000461072,None,75.3153120999923,75.33103769994341,76.33141719992273,76.31513239990454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
square.png,you,1,M,,,,,,,,,1,1,5,0,,,,,,,,,76.33141719992273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.3154760999605,76.33141719992273,76.81540700001642,76.81540700001642,76.81540700001642,76.81540700001642,76.83174860000145,77.11519069992937,77.11519069992937,77.11519069992937,77.44960109994281,m,0.620673600002192,None,77.4500226000091,77.46533409995027,78.46574129990768,78.44960980000906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
triangle.png,you,0,Z,,,,,,,,,1,2,6,3,,,,,,,,,78.46574129990768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.44996469991747,78.46574129990768,78.94971059996169,78.94971059996169,78.94971059996169,78.94971059996169,78.9662974999519,79.24961429997347,79.24961429997347,79.24961429997347,79.58382800000254,z,0.6222356000216678,None,79.58424869994633,79.59977669990622,80.60037409991492,80.58407370001078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
triangle.png,stranger,1,M,,,,,,,,,1,3,7,1,,,,,,,,,80.60037409991492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.58442389999982,80.60037409991492,81.08419059996959,81.08419059996959,81.08419059996959,81.08419059996959,81.10059099993668,81.38396179990377,81.38396179990377,81.38396179990377,81.45147309999447,m,0.363179299980402,None,81.45188899990171,81.46740039996803,82.46793149993755,82.45168860000558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_1_,001,2024-11-27_10h43.50.038,untitled,2024.1.5,None,2024-11-27 10h44.05.490984 +0530,
