stimulus,label,is_match,shouldpress,stimulus_2,label_2,is_match_2,shouldpress_2,p_trials.thisRepN,p_trials.thisTrialN,p_trials.thisN,p_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,p_trials_2.thisRepN,p_trials_2.thisTrialN,p_trials_2.thisN,p_trials_2.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Intruduction.started,text_3.started,key_resp_2.started,Intruduction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,self_other_instructions.started,text_4.started,key_resp_3.started,self_other_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,self_other_info.started,square_image.started,triangle_image.started,self_label.started,other_label.started,key_resp_4.started,text_5.started,self_other_info.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,self_other_starting_2.started,text_6.started,key_resp_5.started,self_other_starting_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice1.started,p_fication.started,p_fixation_3.started,p_text.started,key_resp_p.started,p_image.started,p_fication.stopped,p_fixation_3.stopped,p_text.stopped,p_image.stopped,practice1.stopped,key_resp_p.keys,key_resp_p.rt,key_resp_p.duration,p_feedback.started,text_15.started,text_15.stopped,p_feedback.stopped,key_resp_p.stopped,start2.started,start_2.started,key_resp_11.started,start2.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,trial.started,fixation.started,fixation_3.started,text.started,key_resp.started,image.started,fixation.stopped,fixation_3.stopped,text.stopped,image.stopped,key_resp.stopped,trial.stopped,key_resp.keys,feedback.started,text_2.started,text_2.stopped,feedback.stopped,key_resp.rt,key_resp.duration,break_3.started,text_13.started,text_14.started,key_resp_10.started,text_13.stopped,break_3.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,self_other_instructions_2.started,text_10.started,key_resp_7.started,self_other_instructions_2.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,self_other_intro_2.started,circle_image.started,diamond_image.started,Disgusting_self_lable.started,Desirable_self_lable.started,key_resp_8.started,text_11.started,self_other_intro_2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,self_other_starting_3.started,text_12.started,key_resp_9.started,self_other_starting_3.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,practice2.started,p_fixation_2.started,p_fixation_2.stopped,p_fixation_4.started,p_text_8.started,key_resp_6_p.started,p_image_2.started,p_fixation_4.stopped,p_text_8.stopped,p_image_2.stopped,key_resp_6_p.stopped,practice2.stopped,key_resp_6_p.keys,feedback_2_p.started,text_16.started,feedback_2_p.stopped,text_16.stopped,key_resp_6_p.rt,key_resp_6_p.duration,trial_2.started,fixation_2.started,fixation_4.started,text_8.started,key_resp_6.started,image_2.started,fixation_2.stopped,fixation_4.stopped,text_8.stopped,image_2.stopped,trial_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,feedback_2.started,text_9.started,text_9.stopped,feedback_2.stopped,key_resp_6.stopped,Thank_you.started,text_7.started,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
triangle.png,you,1,M,,,,,1,2,6,1,,,,,,,,,,,,,22.8243436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8084048,22.8243436,23.3244799,23.3244799,23.3244799,23.3244799,23.3244799,,,,23.5920754,z,0.2584291,None,23.5923186,23.6079518,24.6084196,24.5923169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
triangle.png,stranger,0,Z,,,,,1,3,7,3,,,,,,,,,,,,,24.6084196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5925417,24.6084196,25.0923756,25.0923756,25.0923756,25.0923756,25.1091629,25.3922991,25.3922991,25.3922991,25.4096297,m,0.3138163,None,25.409868,25.425746,26.426064,26.4099849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
triangle.png,stranger,0,Z,,,,,2,0,8,3,,,,,,,,,,,,,26.426064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4102274,26.426064,26.9098183,26.9098183,26.9098183,26.9098183,26.9265793,27.2098729,27.2098729,27.2098729,27.994028,None,,,27.9941524,28.0103886,29.0107198,28.9944982,28.0103886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
triangle.png,you,1,M,,,,,2,1,9,1,,,,,,,,,,,,,29.0107198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9947282,29.0107198,29.5111106,29.5111106,29.5111106,29.5111106,29.5111106,29.8112243,29.8112243,29.8112243,30.0953205,z,0.5828149,None,30.095558,30.1114807,31.1120014,31.0956047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
square.png,you,0,Z,,,,,2,2,10,2,,,,,,,,,,,,,31.1120014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.09583,31.1120014,31.5955434,31.5955434,31.5955434,31.5955434,31.6123274,31.8955471,31.8955471,31.8955471,32.679899,None,,,32.6800272,32.6959513,33.6965511,33.6801576,32.6959513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
square.png,stranger,1,M,,,,,2,3,11,0,,,,,,,,,,,,,33.6965511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6803816,33.6965511,34.1968207,34.1968207,34.1968207,34.1968207,34.1968207,34.4968815,34.4968815,34.4968815,35.2809297,None,,,35.2810561,35.2974223,36.2982271,36.2816278,35.2974223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2816736,36.2982271,36.2982271,70.2660519,space,33.9514865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
square.png,you,0,Z,,,,,,,,,0,0,0,2,,,,,,,,,70.2817989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2717236,70.2817989,70.7656372,70.7656372,70.7656372,70.7656372,70.7821633,71.0655179,71.0655179,71.0655179,71.8660394,71.8496769,None,71.8500071,71.8660394,72.8667974,72.8503897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
triangle.png,stranger,0,Z,,,,,,,,,0,1,1,3,,,,,,,,,72.8667974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.850742,72.8667974,73.3670205,73.3670205,73.3670205,73.3670205,73.3670205,73.6670063,73.6670063,73.6670063,,74.4016782,z,74.40226,74.4173897,75.4179294,75.4017866,1.0280376,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
square.png,stranger,1,M,,,,,,,,,0,2,2,0,,,,,,,,,75.4179294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.4021395,75.4179294,75.9016032,75.9016032,75.9016032,75.9016032,75.9183125,76.2018398,76.2018398,76.2018398,,76.4526391,m,76.4530784,76.4685989,77.4688971,77.4527525,0.5445913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
triangle.png,you,1,M,,,,,,,,,0,3,3,1,,,,,,,,,77.4688971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.4530976,77.4688971,77.9530012,77.9530012,77.9530012,77.9530012,77.9693073,78.2528248,78.2528248,78.2528248,,78.403697,z,78.4041245,78.4195656,79.4200115,79.4038791,0.4459824,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
square.png,stranger,1,M,,,,,,,,,1,0,4,0,,,,,,,,,79.4200115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4042295,79.4200115,79.9037517,79.9037517,79.9037517,79.9037517,79.920371,80.2036256,80.2036256,80.2036256,,80.6880467,z,80.6884706,80.7041019,81.7045892,81.6881642,0.774242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
triangle.png,stranger,0,Z,,,,,,,,,1,1,5,3,,,,,,,,,81.7045892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6885104,81.7045892,82.1880547,82.1880547,82.1880547,82.1880547,82.2047887,82.48835,82.48835,82.48835,83.2887368,83.2725612,None,83.2727471,83.2887368,84.289294,84.2730595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
triangle.png,you,1,M,,,,,,,,,1,2,6,1,,,,,,,,,84.289294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2734079,84.289294,84.7897668,84.7897668,84.7897668,84.7897668,84.7897668,85.0896757,85.0896757,85.0896757,,85.2736063,z,85.2740265,85.2896522,86.290181,86.2739708,0.4685857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
square.png,you,0,Z,,,,,,,,,1,3,7,2,,,,,,,,,86.290181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.2743252,86.290181,86.7736023,86.7736023,86.7736023,86.7736023,86.790398,87.0739249,87.0739249,87.0739249,,87.1748329,z,87.1752592,87.1906432,88.1911851,88.1749536,0.3970963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
triangle.png,stranger,0,Z,,,,,,,,,2,0,8,3,,,,,,,,,88.1911851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1753065,88.1911851,88.6750334,88.6750334,88.6750334,88.6750334,88.6917074,88.9748819,88.9748819,88.9748819,,89.1923378,m,89.1927798,89.2084091,90.2088196,90.192712,0.5080192,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
square.png,you,0,Z,,,,,,,,,2,1,9,2,,,,,,,,,90.2088196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1930643,90.2088196,90.6924506,90.6924506,90.6924506,90.6924506,90.7093701,90.9927599,90.9927599,90.9927599,,91.5935534,m,91.5939812,91.6096884,92.610221,92.5939141,0.8848701,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
square.png,stranger,1,M,,,,,,,,,2,2,10,0,,,,,,,,,92.610221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5942618,92.610221,93.0940647,93.0940647,93.0940647,93.0940647,93.1105585,93.3939076,93.3939076,93.3939076,,93.8449043,z,93.8453322,93.8609891,94.8611483,94.8453002,0.7394252,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
triangle.png,you,1,M,,,,,,,,,2,3,11,1,,,,,,,,,94.8611483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8456491,94.8611483,95.3448914,95.3448914,95.3448914,95.3448914,95.3615225,,,,,95.6123328,m,95.6127761,95.6283315,96.628808,96.6125535,0.2568152,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
square.png,stranger,1,M,,,,,,,,,3,0,12,0,,,,,,,,,96.628808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6129109,96.628808,97.1124843,97.1124843,97.1124843,97.1124843,97.1291732,,,,,97.3632725,z,97.3637012,97.3794619,98.3798707,98.3634192,0.2380651,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
triangle.png,you,1,M,,,,,,,,,3,1,13,1,,,,,,,,,98.3798707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3637681,98.3798707,98.8634515,98.8634515,98.8634515,98.8634515,98.8799974,,,,,98.9979085,m,98.9983339,99.013548,100.0138463,99.9975067,0.1186091,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
triangle.png,stranger,0,Z,,,,,,,,,3,2,14,3,,,,,,,,,100.0138463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9978647,100.0138463,100.4980361,100.4980361,100.4980361,100.4980361,100.5142473,,,,,100.7652878,m,100.7657127,100.7811486,101.7815746,101.7652658,0.2562014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
square.png,you,0,Z,,,,,,,,,3,3,15,2,,,,,,,,,101.7815746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7656125,101.7815746,102.2651345,102.2651345,102.2651345,102.2651345,102.2819471,102.5654436,102.5654436,102.5654436,,102.6491929,z,102.6496169,102.6651887,103.6657875,103.6495629,0.3724081,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A_1_,1,2024-11-27_10h02.43.291,untitled,2024.1.5,None,2024-11-27 10h02.59.235206 +0530
